trial_number,block_number,payoff,response,left,right,payoff_left,payoff_right,context,arms,choice,trial,value_left,value_right,IIU,PIU,IU,IM,Anx,ID
158,1,-4,Right,**S**,**R**,-6,-4,Lose,SR,2,2,-6,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
159,1,-6,Right,**S**,**R**,-6,-6,Lose,SR,2,3,-6,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
160,1,-4,Right,**S**,**R**,-6,-4,Lose,SR,2,4,-6,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
161,1,-4,Right,**S**,**R**,-6,-4,Lose,SR,2,5,-6,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
162,1,-5,Right,**S**,**R**,-6,-5,Lose,SR,2,6,-6,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
163,1,-5,Right,**S**,**R**,-6,-5,Lose,SR,2,7,-6,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
164,1,-7,Right,**S**,**R**,-6,-7,Lose,SR,2,8,-6,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
165,1,-3,Right,**S**,**R**,-6,-3,Lose,SR,2,9,-6,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
166,1,-3,Right,**S**,**R**,-6,-3,Lose,SR,2,10,-6,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
167,1,-1,Right,**S**,**R**,-6,-1,Lose,SR,2,11,-6,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
168,1,-2,Right,**S**,**R**,-6,-2,Lose,SR,2,12,-6,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
169,12,-4,Right,**R**,**r**,-2,-4,Lose,rR,2,1,-4,-5,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
170,12,-7,Left,**R**,**r**,-7,-6,Lose,rR,1,2,-4,-5,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
171,12,-4,Left,**R**,**r**,-4,-5,Lose,rR,1,3,-4,-5,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
172,12,-5,Right,**R**,**r**,-4,-5,Lose,rR,2,4,-4,-5,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
173,12,-6,Right,**R**,**r**,-6,-6,Lose,rR,2,5,-4,-5,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
174,12,-6,Right,**R**,**r**,-5,-6,Lose,rR,2,6,-4,-5,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
175,12,-4,Left,**R**,**r**,-4,-5,Lose,rR,1,7,-4,-5,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
176,12,-4,Left,**R**,**r**,-4,-5,Lose,rR,1,8,-4,-5,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
177,12,-3,Left,**R**,**r**,-3,-4,Lose,rR,1,9,-4,-5,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
178,12,-1,Left,**R**,**r**,-1,-4,Lose,rR,1,10,-4,-5,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
179,12,-3,Left,**R**,**r**,-3,-5,Lose,rR,1,11,-4,-5,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
180,12,-5,Left,**R**,**r**,-5,-5,Lose,rR,1,12,-4,-5,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
181,13,-5,Left,**r**,**R**,-5,-6,Lose,rR,1,1,-4,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
182,13,-3,Right,**r**,**R**,-3,-3,Lose,rR,2,2,-4,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
183,13,-4,Right,**r**,**R**,-4,-4,Lose,rR,2,3,-4,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
184,13,-5,Right,**r**,**R**,-4,-5,Lose,rR,2,4,-4,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
185,13,-4,Right,**r**,**R**,-4,-4,Lose,rR,2,5,-4,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
186,13,-1,Right,**r**,**R**,-3,-1,Lose,rR,2,6,-4,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
187,13,-5,Right,**r**,**R**,-5,-5,Lose,rR,2,7,-4,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
188,13,-4,Right,**r**,**R**,-4,-4,Lose,rR,2,8,-4,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
189,13,-2,Right,**r**,**R**,-3,-2,Lose,rR,2,9,-4,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
190,13,-4,Right,**r**,**R**,-4,-4,Lose,rR,2,10,-4,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
191,13,-3,Right,**r**,**R**,-4,-3,Lose,rR,2,11,-4,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
192,13,-7,Right,**r**,**R**,-5,-7,Lose,rR,2,12,-4,-4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
193,20,6,Right,**r**,**R**,7,6,Win,rR,2,1,6,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
194,20,2,Right,**r**,**R**,5,2,Win,rR,2,2,6,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
195,20,4,Right,**r**,**R**,6,4,Win,rR,2,3,6,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
196,20,4,Right,**r**,**R**,6,4,Win,rR,2,4,6,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
197,20,7,Right,**r**,**R**,7,7,Win,rR,2,5,6,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
198,20,5,Right,**r**,**R**,6,5,Win,rR,2,6,6,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
199,20,5,Right,**r**,**R**,7,5,Win,rR,2,7,6,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
200,20,4,Right,**r**,**R**,6,4,Win,rR,2,8,6,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
201,20,5,Left,**r**,**R**,5,3,Win,rR,1,9,6,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
202,20,3,Right,**r**,**R**,6,3,Win,rR,2,10,6,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
203,20,1,Right,**r**,**R**,5,1,Win,rR,2,11,6,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
204,20,4,Right,**r**,**R**,6,4,Win,rR,2,12,6,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
205,17,3,Left,**R**,**r**,3,2,Win,rR,1,1,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
206,17,4,Right,**R**,**r**,6,4,Win,rR,2,2,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
207,17,1,Left,**R**,**r**,1,2,Win,rR,1,3,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
208,17,4,Left,**R**,**r**,4,3,Win,rR,1,4,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
209,17,4,Left,**R**,**r**,4,3,Win,rR,1,5,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
210,17,3,Left,**R**,**r**,3,3,Win,rR,1,6,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
211,17,3,Right,**R**,**r**,5,3,Win,rR,2,7,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
212,17,2,Left,**R**,**r**,2,2,Win,rR,1,8,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
213,17,4,Left,**R**,**r**,4,3,Win,rR,1,9,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
214,17,4,Left,**R**,**r**,4,3,Win,rR,1,10,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
215,17,7,Left,**R**,**r**,7,4,Win,rR,1,11,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
216,17,5,Left,**R**,**r**,5,4,Win,rR,1,12,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
217,7,5,Left,**R**,**S**,5,3,Win,SR,1,1,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
218,7,3,Right,**R**,**S**,4,3,Win,SR,2,2,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
219,7,5,Left,**R**,**S**,5,3,Win,SR,1,3,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
220,7,3,Left,**R**,**S**,3,3,Win,SR,1,4,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
221,7,2,Left,**R**,**S**,2,3,Win,SR,1,5,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
222,7,3,Left,**R**,**S**,3,3,Win,SR,1,6,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
223,7,4,Left,**R**,**S**,4,3,Win,SR,1,7,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
224,7,4,Left,**R**,**S**,4,3,Win,SR,1,8,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
225,7,1,Left,**R**,**S**,1,3,Win,SR,1,9,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
226,7,4,Left,**R**,**S**,4,3,Win,SR,1,10,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
227,7,7,Left,**R**,**S**,7,3,Win,SR,1,11,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
228,7,6,Left,**R**,**S**,6,3,Win,SR,1,12,4,3,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
229,19,4,Right,**r**,**R**,5,4,Win,rR,2,1,5,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
230,19,4,Right,**r**,**R**,5,4,Win,rR,2,2,5,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
231,19,5,Right,**r**,**R**,5,5,Win,rR,2,3,5,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
232,19,4,Right,**r**,**R**,5,4,Win,rR,2,4,5,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
233,19,3,Right,**r**,**R**,5,3,Win,rR,2,5,5,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
234,19,4,Right,**r**,**R**,5,4,Win,rR,2,6,5,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
235,19,6,Left,**r**,**R**,6,7,Win,rR,1,7,5,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
236,19,4,Left,**r**,**R**,4,1,Win,rR,1,8,5,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
237,19,6,Right,**r**,**R**,6,6,Win,rR,2,9,5,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
238,19,3,Right,**r**,**R**,4,3,Win,rR,2,10,5,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
239,19,5,Right,**r**,**R**,6,5,Win,rR,2,11,5,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
240,19,2,Right,**r**,**R**,4,2,Win,rR,2,12,5,4,-0.29409940581538674,-0.7288068563000624,-0.6517703085845489,1.128027688619212,-0.20830199519567816,1
1,11,-6,Left,**r**,**R**,-6,-4,Lose,rR,1,1,-6,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
2,11,-5,Left,**r**,**R**,-5,-2,Lose,rR,1,2,-6,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
3,11,-6,Left,**r**,**R**,-6,-3,Lose,rR,1,3,-6,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
4,11,-3,Right,**r**,**R**,-5,-3,Lose,rR,2,4,-6,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
5,11,-4,Right,**r**,**R**,-6,-4,Lose,rR,2,5,-6,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
6,11,-5,Left,**r**,**R**,-5,-1,Lose,rR,1,6,-6,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
7,11,-5,Right,**r**,**R**,-6,-5,Lose,rR,2,7,-6,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
8,11,-4,Right,**r**,**R**,-6,-4,Lose,rR,2,8,-6,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
9,11,-7,Left,**r**,**R**,-7,-5,Lose,rR,1,9,-6,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
10,11,-7,Left,**r**,**R**,-7,-7,Lose,rR,1,10,-6,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
11,11,-7,Left,**r**,**R**,-7,-6,Lose,rR,1,11,-6,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
12,11,-4,Right,**r**,**R**,-6,-4,Lose,rR,2,12,-6,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
13,3,-7,Right,**S**,**R**,-4,-7,Lose,SR,2,1,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
14,3,-4,Left,**S**,**R**,-4,-4,Lose,SR,1,2,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
15,3,-4,Left,**S**,**R**,-4,-1,Lose,SR,1,3,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
16,3,-4,Right,**S**,**R**,-4,-4,Lose,SR,2,4,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
17,3,-4,Right,**S**,**R**,-4,-4,Lose,SR,2,5,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
18,3,-4,Right,**S**,**R**,-4,-4,Lose,SR,2,6,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
19,3,-3,Right,**S**,**R**,-4,-3,Lose,SR,2,7,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
20,3,-4,Left,**S**,**R**,-4,-6,Lose,SR,1,8,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
21,3,-4,Left,**S**,**R**,-4,-2,Lose,SR,1,9,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
22,3,-5,Right,**S**,**R**,-4,-5,Lose,SR,2,10,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
23,3,-3,Right,**S**,**R**,-4,-3,Lose,SR,2,11,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
24,3,-4,Left,**S**,**R**,-4,-5,Lose,SR,1,12,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
25,2,-5,Right,**R**,**S**,-4,-5,Lose,SR,2,1,-4,-5,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
26,2,-2,Left,**R**,**S**,-2,-5,Lose,SR,1,2,-4,-5,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
27,2,-4,Left,**R**,**S**,-4,-5,Lose,SR,1,3,-4,-5,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
28,2,-5,Right,**R**,**S**,-3,-5,Lose,SR,2,4,-4,-5,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
29,2,-5,Right,**R**,**S**,-1,-5,Lose,SR,2,5,-4,-5,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
30,2,-4,Left,**R**,**S**,-4,-5,Lose,SR,1,6,-4,-5,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
31,2,-5,Right,**R**,**S**,-5,-5,Lose,SR,2,7,-4,-5,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
32,2,-5,Left,**R**,**S**,-5,-5,Lose,SR,1,8,-4,-5,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
33,2,-5,Right,**R**,**S**,-6,-5,Lose,SR,2,9,-4,-5,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
34,2,-3,Left,**R**,**S**,-3,-5,Lose,SR,1,10,-4,-5,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
35,2,-7,Left,**R**,**S**,-7,-5,Lose,SR,1,11,-4,-5,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
36,2,-4,Left,**R**,**S**,-4,-5,Lose,SR,1,12,-4,-5,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
37,6,2,Right,**R**,**S**,5,2,Win,SR,2,1,4,2,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
38,6,3,Left,**R**,**S**,3,2,Win,SR,1,2,4,2,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
39,6,4,Left,**R**,**S**,4,2,Win,SR,1,3,4,2,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
40,6,4,Left,**R**,**S**,4,2,Win,SR,1,4,4,2,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
41,6,2,Right,**R**,**S**,3,2,Win,SR,2,5,4,2,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
42,6,4,Left,**R**,**S**,4,2,Win,SR,1,6,4,2,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
43,6,5,Left,**R**,**S**,5,2,Win,SR,1,7,4,2,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
44,6,1,Left,**R**,**S**,1,2,Win,SR,1,8,4,2,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
45,6,4,Left,**R**,**S**,4,2,Win,SR,1,9,4,2,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
46,6,6,Left,**R**,**S**,6,2,Win,SR,1,10,4,2,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
47,6,2,Left,**R**,**S**,2,2,Win,SR,1,11,4,2,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
48,6,7,Left,**R**,**S**,7,2,Win,SR,1,12,4,2,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
49,13,-4,Left,**r**,**R**,-4,-4,Lose,rR,1,1,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
50,13,-6,Right,**r**,**R**,-5,-6,Lose,rR,2,2,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
51,13,-5,Right,**r**,**R**,-5,-5,Lose,rR,2,3,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
52,13,-4,Left,**r**,**R**,-4,-5,Lose,rR,1,4,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
53,13,-3,Right,**r**,**R**,-4,-3,Lose,rR,2,5,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
54,13,-7,Right,**r**,**R**,-5,-7,Lose,rR,2,6,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
55,13,-3,Left,**r**,**R**,-3,-2,Lose,rR,1,7,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
56,13,-4,Left,**r**,**R**,-4,-4,Lose,rR,1,8,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
57,13,-3,Left,**r**,**R**,-3,-3,Lose,rR,1,9,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
58,13,-4,Left,**r**,**R**,-4,-4,Lose,rR,1,10,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
59,13,-4,Right,**r**,**R**,-4,-4,Lose,rR,2,11,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
60,13,-3,Left,**r**,**R**,-3,-1,Lose,rR,1,12,-4,-4,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
61,15,-1,Right,**R**,**r**,-3,-1,Lose,rR,2,1,-4,-2,0.6560679052804776,1.3768951362201822,1.184435383113038,0.09696864787912678,0.38684656250625904,2
